image_name,f0,f1,f2,f3,f4,f5,f6
3097-square(x).png,10,7,6,7,6,7,6
3098-square(x).png,10,7,6,7,6,7,6
3099-sin(x).png,9,7,6,7,6,7,6
3100-exp(x).png,8,7,6,7,6,7,6
3101-exp(x).png,8,7,6,7,6,7,6
3102-identity_function(x).png,7,7,6,7,6,7,6
3103-identity_function(x).png,7,7,6,7,6,7,6
3104-sin(x).png,9,7,6,7,6,7,6
3105-square(x).png,10,7,6,7,6,7,6
3106-absolute(x).png,13,7,6,7,6,7,6
3107-identity_function(x).png,7,7,6,7,6,7,6
3108-identity_function(x).png,7,7,6,7,6,7,6
3109-sin(x).png,9,7,6,7,6,7,6
3110-tan(x).png,11,7,6,7,6,7,6
3111-square(x).png,10,7,6,7,6,7,6
3112-absolute(x).png,13,7,6,7,6,7,6
3113-exp(x).png,8,7,6,7,6,7,6
3114-square(x).png,10,7,6,7,6,7,6
3115-square(x).png,10,7,6,7,6,7,6
3116-tan(x).png,11,7,6,7,6,7,6
3117-identity_function(x).png,7,7,6,7,6,7,6
3118-exp(x).png,8,7,6,7,6,7,6
3119-absolute(x).png,13,7,6,7,6,7,6
3120-absolute(x).png,13,7,6,7,6,7,6
3121-exp(x).png,8,7,6,7,6,7,6
3122-exp(x).png,8,7,6,7,6,7,6
3123-identity_function(x).png,7,7,6,7,6,7,6
3124-identity_function(x).png,7,7,6,7,6,7,6
3125-tan(x).png,11,7,6,7,6,7,6
3126-square(x).png,10,7,6,7,6,7,6
3127-exp(x).png,8,7,6,7,6,7,6
3128-identity_function(x).png,7,7,6,7,6,7,6
3129-square(x).png,10,7,6,7,6,7,6
3130-tan(x).png,11,7,6,7,6,7,6
3131-absolute(x).png,13,7,6,7,6,7,6
3132-square(x).png,10,7,6,7,6,7,6
3133-sin(x).png,9,7,6,7,6,7,6
3134-sin(x).png,9,7,6,7,6,7,6
3135-exp(x).png,8,7,6,7,6,7,6
3136-sin(x).png,9,7,6,7,6,7,6
3137-square(x).png,10,7,6,7,6,7,6
3138-tan(x).png,11,7,6,7,6,7,6
3139-tan(x).png,11,7,6,7,6,7,6
3140-tan(x).png,11,7,6,7,6,7,6
3141-exp(x).png,8,7,6,7,6,7,6
3142-square(x).png,10,7,6,7,6,7,6
3143-absolute(x).png,13,7,6,7,6,7,6
3144-constant(x).png,5,7,6,7,6,7,6
3145-identity_function(x).png,7,7,6,7,6,7,6
3146-exp(x).png,8,7,6,7,6,7,6
3147-exp(x).png,8,7,6,7,6,7,6
3148-identity_function(x).png,7,7,6,7,6,7,6
3149-identity_function(x).png,7,7,6,7,6,7,6
3150-square(x).png,10,7,6,7,6,7,6
3151-tan(x).png,11,7,6,7,6,7,6
3152-exp(x).png,8,7,6,7,6,7,6
3153-absolute(x).png,13,7,6,7,6,7,6
3154-absolute(x).png,13,7,6,7,6,7,6
3155-absolute(x).png,13,7,6,7,6,7,6
3156-square(x).png,10,7,6,7,6,7,6
3157-absolute(x).png,13,7,6,7,6,7,6
3158-square(x).png,10,7,6,7,6,7,6
3159-tan(x).png,11,7,6,7,6,7,6
3160-sin(x).png,9,7,6,7,6,7,6
3161-square(x).png,10,7,6,7,6,7,6
3162-exp(x).png,8,7,6,7,6,7,6
3163-exp(x).png,8,7,6,7,6,7,6
3164-identity_function(x).png,7,7,6,7,6,7,6
3165-square(x).png,10,7,6,7,6,7,6
3166-absolute(x).png,13,7,6,7,6,7,6
3167-square(x).png,10,7,6,7,6,7,6
3168-absolute(x).png,13,7,6,7,6,7,6
3169-square(x).png,10,7,6,7,6,7,6
3170-tan(x).png,11,7,6,7,6,7,6
3171-square(x).png,10,7,6,7,6,7,6
3172-identity_function(x).png,7,7,6,7,6,7,6
3173-absolute(x).png,13,7,6,7,6,7,6
3174-square(x).png,10,7,6,7,6,7,6
3175-square(x).png,10,7,6,7,6,7,6
3176-identity_function(x).png,7,7,6,7,6,7,6
3177-tan(x).png,11,7,6,7,6,7,6
3178-tan(x).png,11,7,6,7,6,7,6
3179-absolute(x).png,13,7,6,7,6,7,6
3180-sin(x).png,9,7,6,7,6,7,6
3181-exp(x).png,8,7,6,7,6,7,6
3182-square(x).png,10,7,6,7,6,7,6
3183-tan(x).png,11,7,6,7,6,7,6
3184-square(x).png,10,7,6,7,6,7,6
3185-absolute(x).png,13,7,6,7,6,7,6
3186-sin(x).png,9,7,6,7,6,7,6
3187-sin(x).png,9,7,6,7,6,7,6
3188-sin(x).png,9,7,6,7,6,7,6
3189-square(x).png,10,7,6,7,6,7,6
3190-absolute(x).png,13,7,6,7,6,7,6
3191-exp(x).png,8,7,6,7,6,7,6
3192-identity_function(x).png,7,7,6,7,6,7,6
3193-absolute(x).png,13,7,6,7,6,7,6
3194-square(x).png,10,7,6,7,6,7,6
3195-identity_function(x).png,7,7,6,7,6,7,6
3196-absolute(x).png,13,7,6,7,6,7,6
3197-exp(x).png,8,7,6,7,6,7,6
3198-square(x).png,10,7,6,7,6,7,6
3199-tan(x).png,11,7,6,7,6,7,6
3200-tan(x).png,11,7,6,7,6,7,6
3201-exp(x).png,8,7,6,7,6,7,6
3202-square(x).png,10,7,6,7,6,7,6
3203-sin(x).png,9,7,6,7,6,7,6
3204-sin(x).png,9,7,6,7,6,7,6
3205-exp(x).png,8,7,6,7,6,7,6
3206-sin(x).png,9,7,6,7,6,7,6
3207-sin(x).png,9,7,6,7,6,7,6
3208-tan(x).png,11,7,6,7,6,7,6
3209-exp(x).png,8,7,6,7,6,7,6
3210-absolute(x).png,13,7,6,7,6,7,6
3211-absolute(x).png,13,7,6,7,6,7,6
3212-identity_function(x).png,7,7,6,7,6,7,6
3213-sin(x).png,9,7,6,7,6,7,6
3214-sin(x).png,9,7,6,7,6,7,6
3215-exp(x).png,8,7,6,7,6,7,6
3216-exp(x).png,8,7,6,7,6,7,6
3217-square(x).png,10,7,6,7,6,7,6
3218-square(x).png,10,7,6,7,6,7,6
3219-sin(x).png,9,7,6,7,6,7,6
3220-absolute(x).png,13,7,6,7,6,7,6
3221-tan(x).png,11,7,6,7,6,7,6
3222-square(x).png,10,7,6,7,6,7,6
3223-sin(x).png,9,7,6,7,6,7,6
3224-tan(x).png,11,7,6,7,6,7,6
3225-square(x).png,10,7,6,7,6,7,6
3226-sin(x).png,9,7,6,7,6,7,6
3227-tan(x).png,11,7,6,7,6,7,6
3228-absolute(x).png,13,7,6,7,6,7,6
3229-identity_function(x).png,7,7,6,7,6,7,6
3230-exp(x).png,8,7,6,7,6,7,6
3231-exp(x).png,8,7,6,7,6,7,6
3232-exp(x).png,8,7,6,7,6,7,6
3233-absolute(x).png,13,7,6,7,6,7,6
3234-square(x).png,10,7,6,7,6,7,6
3235-sin(x).png,9,7,6,7,6,7,6
3236-exp(x).png,8,7,6,7,6,7,6
3237-exp(x).png,8,7,6,7,6,7,6
3238-sin(x).png,9,7,6,7,6,7,6
3239-square(x).png,10,7,6,7,6,7,6
3240-tan(x).png,11,7,6,7,6,7,6
3241-square(x).png,10,7,6,7,6,7,6
3242-square(x).png,10,7,6,7,6,7,6
3243-square(x).png,10,7,6,7,6,7,6
3244-exp(x).png,8,7,6,7,6,7,6
3245-exp(x).png,8,7,6,7,6,7,6
3246-square(x).png,10,7,6,7,6,7,6
3247-exp(x).png,8,7,6,7,6,7,6
3248-exp(x).png,8,7,6,7,6,7,6
3249-tan(x).png,11,7,6,7,6,7,6
3250-absolute(x).png,13,7,6,7,6,7,6
3251-tan(x).png,11,7,6,7,6,7,6
3252-exp(x).png,8,7,6,7,6,7,6
3253-square(x).png,10,7,6,7,6,7,6
3254-tan(x).png,11,7,6,7,6,7,6
3255-absolute(x).png,13,7,6,7,6,7,6
3256-absolute(x).png,13,7,6,7,6,7,6
3257-square(x).png,10,7,6,7,6,7,6
3258-square(x).png,10,7,6,7,6,7,6
3259-identity_function(x).png,7,7,6,7,6,7,6
3260-square(x).png,10,7,6,7,6,7,6
3261-exp(x).png,8,7,6,7,6,7,6
3262-tan(x).png,11,7,6,7,6,7,6
3263-identity_function(x).png,7,7,6,7,6,7,6
3264-identity_function(x).png,7,7,6,7,6,7,6
3265-sin(x).png,9,7,6,7,6,7,6
3266-exp(x).png,8,7,6,7,6,7,6
3267-absolute(x).png,13,7,6,7,6,7,6
3268-tan(x).png,11,7,6,7,6,7,6
3269-exp(x).png,8,7,6,7,6,7,6
3270-square(x).png,10,7,6,7,6,7,6
3271-identity_function(x).png,7,7,6,7,6,7,6
3272-sin(x).png,9,7,6,7,6,7,6
3273-square(x).png,10,7,6,7,6,7,6
3274-absolute(x).png,13,7,6,7,6,7,6
3275-square(x).png,10,7,6,7,6,7,6
3276-sin(x).png,9,7,6,7,6,7,6
3277-tan(x).png,11,7,6,7,6,7,6
3278-identity_function(x).png,7,7,6,7,6,7,6
3279-square(x).png,10,7,6,7,6,7,6
3280-tan(x).png,11,7,6,7,6,7,6
3281-exp(x).png,8,7,6,7,6,7,6
3282-tan(x).png,11,7,6,7,6,7,6
3283-square(x).png,10,7,6,7,6,7,6
3284-absolute(x).png,13,7,6,7,6,7,6
3285-exp(x).png,8,7,6,7,6,7,6
3286-exp(x).png,8,7,6,7,6,7,6
3287-absolute(x).png,13,7,6,7,6,7,6
3288-exp(x).png,8,7,6,7,6,7,6
3289-sin(x).png,9,7,6,7,6,7,6
3290-square(x).png,10,7,6,7,6,7,6
3291-absolute(x).png,13,7,6,7,6,7,6
3292-exp(x).png,8,7,6,7,6,7,6
3293-exp(x).png,8,7,6,7,6,7,6
3294-identity_function(x).png,7,7,6,7,6,7,6
3295-identity_function(x).png,7,7,6,7,6,7,6
3296-square(x).png,10,7,6,7,6,7,6
3297-tan(x).png,11,7,6,7,6,7,6
3298-sin(x).png,9,7,6,7,6,7,6
3299-exp(x).png,8,7,6,7,6,7,6
3300-absolute(x).png,13,7,6,7,6,7,6
3301-exp(x).png,8,7,6,7,6,7,6
3302-sin(x).png,9,7,6,7,6,7,6
3303-tan(x).png,11,7,6,7,6,7,6
3304-identity_function(x).png,7,7,6,7,6,7,6
3305-absolute(x).png,13,7,6,7,6,7,6
3306-absolute(x).png,13,7,6,7,6,7,6
3307-square(x).png,10,7,6,7,6,7,6
3308-exp(x).png,8,7,6,7,6,7,6
3309-absolute(x).png,13,7,6,7,6,7,6
3310-tan(x).png,11,7,6,7,6,7,6
3311-identity_function(x).png,7,7,6,7,6,7,6
3312-absolute(x).png,13,7,6,7,6,7,6
3313-sin(x).png,9,7,6,7,6,7,6
3314-identity_function(x).png,7,7,6,7,6,7,6
3315-sin(x).png,9,7,6,7,6,7,6
3316-absolute(x).png,13,7,6,7,6,7,6
3317-identity_function(x).png,7,7,6,7,6,7,6
3318-square(x).png,10,7,6,7,6,7,6
3319-identity_function(x).png,7,7,6,7,6,7,6
3320-sin(x).png,9,7,6,7,6,7,6
3321-absolute(x).png,13,7,6,7,6,7,6
3322-absolute(x).png,13,7,6,7,6,7,6
3323-absolute(x).png,13,7,6,7,6,7,6
3324-exp(x).png,8,7,6,7,6,7,6
3325-identity_function(x).png,7,7,6,7,6,7,6
3326-identity_function(x).png,7,7,6,7,6,7,6
3327-tan(x).png,11,7,6,7,6,7,6
3328-tan(x).png,11,7,6,7,6,7,6
3329-square(x).png,10,7,6,7,6,7,6
3330-sin(x).png,9,7,6,7,6,7,6
3331-tan(x).png,11,7,6,7,6,7,6
3332-square(x).png,10,7,6,7,6,7,6
3333-sin(x).png,9,7,6,7,6,7,6
3334-identity_function(x).png,7,7,6,7,6,7,6
3335-identity_function(x).png,7,7,6,7,6,7,6
3336-square(x).png,10,7,6,7,6,7,6
3337-square(x).png,10,7,6,7,6,7,6
3338-square(x).png,10,7,6,7,6,7,6
3339-square(x).png,10,7,6,7,6,7,6
3340-identity_function(x).png,7,7,6,7,6,7,6
3341-tan(x).png,11,7,6,7,6,7,6
3342-identity_function(x).png,7,7,6,7,6,7,6
3343-tan(x).png,11,7,6,7,6,7,6
3344-sin(x).png,9,7,6,7,6,7,6
3345-square(x).png,10,7,6,7,6,7,6
3346-square(x).png,10,7,6,7,6,7,6
3347-square(x).png,10,7,6,7,6,7,6
3348-absolute(x).png,13,7,6,7,6,7,6
3349-tan(x).png,11,7,6,7,6,7,6
3350-exp(x).png,8,7,6,7,6,7,6
3351-sin(x).png,9,7,6,7,6,7,6
3352-square(x).png,10,7,6,7,6,7,6
3353-identity_function(x).png,7,7,6,7,6,7,6
3354-absolute(x).png,13,7,6,7,6,7,6
3355-square(x).png,10,7,6,7,6,7,6
3356-square(x).png,10,7,6,7,6,7,6
3357-absolute(x).png,13,7,6,7,6,7,6
3358-absolute(x).png,13,7,6,7,6,7,6
3359-identity_function(x).png,7,7,6,7,6,7,6
3360-exp(x).png,8,7,6,7,6,7,6
3361-absolute(x).png,13,7,6,7,6,7,6
3362-tan(x).png,11,7,6,7,6,7,6
3363-absolute(x).png,13,7,6,7,6,7,6
3364-square(x).png,10,7,6,7,6,7,6
3365-exp(x).png,8,7,6,7,6,7,6
3366-sin(x).png,9,7,6,7,6,7,6
3367-absolute(x).png,13,7,6,7,6,7,6
3368-absolute(x).png,13,7,6,7,6,7,6
3369-absolute(x).png,13,7,6,7,6,7,6
3370-absolute(x).png,13,7,6,7,6,7,6
3371-square(x).png,10,7,6,7,6,7,6
3372-identity_function(x).png,7,7,6,7,6,7,6
3373-identity_function(x).png,7,7,6,7,6,7,6
3374-exp(x).png,8,7,6,7,6,7,6
3375-tan(x).png,11,7,6,7,6,7,6
3376-square(x).png,10,7,6,7,6,7,6
3377-sin(x).png,9,7,6,7,6,7,6
3378-identity_function(x).png,7,7,6,7,6,7,6
3379-identity_function(x).png,7,7,6,7,6,7,6
3380-identity_function(x).png,7,7,6,7,6,7,6
3381-exp(x).png,8,7,6,7,6,7,6
3382-exp(x).png,8,7,6,7,6,7,6
3383-identity_function(x).png,7,7,6,7,6,7,6
3384-tan(x).png,11,7,6,7,6,7,6
3385-identity_function(x).png,7,7,6,7,6,7,6
3386-tan(x).png,11,7,6,7,6,7,6
3387-exp(x).png,8,7,6,7,6,7,6
3388-identity_function(x).png,7,7,6,7,6,7,6
3389-absolute(x).png,13,7,6,7,6,7,6
3390-sin(x).png,9,7,6,7,6,7,6
3391-square(x).png,10,7,6,7,6,7,6
3392-sin(x).png,9,7,6,7,6,7,6
3393-sin(x).png,9,7,6,7,6,7,6
3394-absolute(x).png,13,7,6,7,6,7,6
3395-tan(x).png,11,7,6,7,6,7,6
3396-absolute(x).png,13,7,6,7,6,7,6
3397-square(x).png,10,7,6,7,6,7,6
3398-tan(x).png,11,7,6,7,6,7,6
3399-square(x).png,10,7,6,7,6,7,6
3400-exp(x).png,8,7,6,7,6,7,6
3401-sin(x).png,9,7,6,7,6,7,6
3402-square(x).png,10,7,6,7,6,7,6
3403-square(x).png,10,7,6,7,6,7,6
3404-exp(x).png,8,7,6,7,6,7,6
3405-square(x).png,10,7,6,7,6,7,6
3406-sin(x).png,9,7,6,7,6,7,6
3407-identity_function(x).png,7,7,6,7,6,7,6
3408-square(x).png,10,7,6,7,6,7,6
3409-absolute(x).png,13,7,6,7,6,7,6
3410-absolute(x).png,13,7,6,7,6,7,6
3411-identity_function(x).png,7,7,6,7,6,7,6
3412-tan(x).png,11,7,6,7,6,7,6
3413-sin(x).png,9,7,6,7,6,7,6
3414-exp(x).png,8,7,6,7,6,7,6
3415-sin(x).png,9,7,6,7,6,7,6
3416-tan(x).png,11,7,6,7,6,7,6
3417-absolute(x).png,13,7,6,7,6,7,6
3418-square(x).png,10,7,6,7,6,7,6
3419-tan(x).png,11,7,6,7,6,7,6
3420-square(x).png,10,7,6,7,6,7,6
3421-sin(x).png,9,7,6,7,6,7,6
3422-square(x).png,10,7,6,7,6,7,6
3423-tan(x).png,11,7,6,7,6,7,6
3424-identity_function(x).png,7,7,6,7,6,7,6
3425-tan(x).png,11,7,6,7,6,7,6
3426-absolute(x).png,13,7,6,7,6,7,6
3427-exp(x).png,8,7,6,7,6,7,6
3428-absolute(x).png,13,7,6,7,6,7,6
3429-absolute(x).png,13,7,6,7,6,7,6
3430-tan(x).png,11,7,6,7,6,7,6
3431-identity_function(x).png,7,7,6,7,6,7,6
3432-absolute(x).png,13,7,6,7,6,7,6
3433-identity_function(x).png,7,7,6,7,6,7,6
3434-exp(x).png,8,7,6,7,6,7,6
3435-identity_function(x).png,7,7,6,7,6,7,6
3436-tan(x).png,11,7,6,7,6,7,6
3437-identity_function(x).png,7,7,6,7,6,7,6
3438-tan(x).png,11,7,6,7,6,7,6
3439-identity_function(x).png,7,7,6,7,6,7,6
3440-sin(x).png,9,7,6,7,6,7,6
3441-identity_function(x).png,7,7,6,7,6,7,6
3442-square(x).png,10,7,6,7,6,7,6
3443-tan(x).png,11,7,6,7,6,7,6
3444-square(x).png,10,7,6,7,6,7,6
3445-exp(x).png,8,7,6,7,6,7,6
3446-absolute(x).png,13,7,6,7,6,7,6
3447-exp(x).png,8,7,6,7,6,7,6
3448-absolute(x).png,13,7,6,7,6,7,6
3449-square(x).png,10,7,6,7,6,7,6
3450-exp(x).png,8,7,6,7,6,7,6
3451-exp(x).png,8,7,6,7,6,7,6
3452-identity_function(x).png,7,7,6,7,6,7,6
3453-tan(x).png,11,7,6,7,6,7,6
3454-exp(x).png,8,7,6,7,6,7,6
3455-tan(x).png,11,7,6,7,6,7,6
3456-square(x).png,10,7,6,7,6,7,6
3457-sin(x).png,9,7,6,7,6,7,6
3458-square(x).png,10,7,6,7,6,7,6
3459-exp(x).png,8,7,6,7,6,7,6
3460-sin(x).png,9,7,6,7,6,7,6
3461-tan(x).png,11,7,6,7,6,7,6
3462-square(x).png,10,7,6,7,6,7,6
3463-exp(x).png,8,7,6,7,6,7,6
3464-exp(x).png,8,7,6,7,6,7,6
3465-identity_function(x).png,7,7,6,7,6,7,6
3466-absolute(x).png,13,7,6,7,6,7,6
3467-exp(x).png,8,7,6,7,6,7,6
3468-sin(x).png,9,7,6,7,6,7,6
3469-square(x).png,10,7,6,7,6,7,6
3470-identity_function(x).png,7,7,6,7,6,7,6
3471-absolute(x).png,13,7,6,7,6,7,6
3472-exp(x).png,8,7,6,7,6,7,6
3473-tan(x).png,11,7,6,7,6,7,6
3474-exp(x).png,8,7,6,7,6,7,6
3475-tan(x).png,11,7,6,7,6,7,6
3476-identity_function(x).png,7,7,6,7,6,7,6
3477-square(x).png,10,7,6,7,6,7,6
3478-sin(x).png,9,7,6,7,6,7,6
3479-square(x).png,10,7,6,7,6,7,6
3480-absolute(x).png,13,7,6,7,6,7,6
3481-sin(x).png,9,7,6,7,6,7,6
3482-square(x).png,10,7,6,7,6,7,6
3483-sin(x).png,9,7,6,7,6,7,6
3484-square(x).png,10,7,6,7,6,7,6
3485-square(x).png,10,7,6,7,6,7,6
3486-sin(x).png,9,7,6,7,6,7,6
3487-exp(x).png,8,7,6,7,6,7,6
3488-sin(x).png,9,7,6,7,6,7,6
3489-sin(x).png,9,7,6,7,6,7,6
3490-identity_function(x).png,7,7,6,7,6,7,6
3491-tan(x).png,11,7,6,7,6,7,6
3492-tan(x).png,11,7,6,7,6,7,6
3493-sin(x).png,9,7,6,7,6,7,6
3494-exp(x).png,8,7,6,7,6,7,6
3495-sin(x).png,9,7,6,7,6,7,6
3496-square(x).png,10,7,6,7,6,7,6
3497-square(x).png,10,7,6,7,6,7,6
3498-square(x).png,10,7,6,7,6,7,6
3499-exp(x).png,8,7,6,7,6,7,6
3500-sin(x).png,9,7,6,7,6,7,6
3501-exp(x).png,8,7,6,7,6,7,6
3502-exp(x).png,8,7,6,7,6,7,6
3503-tan(x).png,11,7,6,7,6,7,6
3504-tan(x).png,11,7,6,7,6,7,6
3505-identity_function(x).png,7,7,6,7,6,7,6
3506-square(x).png,10,7,6,7,6,7,6
3507-identity_function(x).png,7,7,6,7,6,7,6
3508-identity_function(x).png,7,7,6,7,6,7,6
3509-identity_function(x).png,7,7,6,7,6,7,6
3510-square(x).png,10,7,6,7,6,7,6
3511-tan(x).png,11,7,6,7,6,7,6
3512-absolute(x).png,13,7,6,7,6,7,6
3513-sin(x).png,9,7,6,7,6,7,6
3514-absolute(x).png,13,7,6,7,6,7,6
3515-exp(x).png,8,7,6,7,6,7,6
3516-absolute(x).png,13,7,6,7,6,7,6
3517-square(x).png,10,7,6,7,6,7,6
3518-sin(x).png,9,7,6,7,6,7,6
3519-absolute(x).png,13,7,6,7,6,7,6
3520-tan(x).png,11,7,6,7,6,7,6
3521-absolute(x).png,13,7,6,7,6,7,6
3522-identity_function(x).png,7,7,6,7,6,7,6
3523-absolute(x).png,13,7,6,7,6,7,6
3524-absolute(x).png,13,7,6,7,6,7,6
3525-tan(x).png,11,7,6,7,6,7,6
3526-tan(x).png,11,7,6,7,6,7,6
3527-identity_function(x).png,7,7,6,7,6,7,6
3528-sin(x).png,9,7,6,7,6,7,6
3529-exp(x).png,8,7,6,7,6,7,6
3530-absolute(x).png,13,7,6,7,6,7,6
3531-sin(x).png,9,7,6,7,6,7,6
3532-square(x).png,10,7,6,7,6,7,6
3533-exp(x).png,8,7,6,7,6,7,6
3534-identity_function(x).png,7,7,6,7,6,7,6
3535-exp(x).png,8,7,6,7,6,7,6
3536-absolute(x).png,13,7,6,7,6,7,6
3537-exp(x).png,8,7,6,7,6,7,6
3538-square(x).png,10,7,6,7,6,7,6
3539-sin(x).png,9,7,6,7,6,7,6
3540-exp(x).png,8,7,6,7,6,7,6
3541-identity_function(x).png,7,7,6,7,6,7,6
3542-exp(x).png,8,7,6,7,6,7,6
3543-exp(x).png,8,7,6,7,6,7,6
3544-square(x).png,10,7,6,7,6,7,6
3545-square(x).png,10,7,6,7,6,7,6
3546-exp(x).png,8,7,6,7,6,7,6
3547-sin(x).png,9,7,6,7,6,7,6
3548-square(x).png,10,7,6,7,6,7,6
3549-absolute(x).png,13,7,6,7,6,7,6
3550-tan(x).png,11,7,6,7,6,7,6
3551-absolute(x).png,13,7,6,7,6,7,6
3552-exp(x).png,8,7,6,7,6,7,6
3553-square(x).png,10,7,6,7,6,7,6
3554-sin(x).png,9,7,6,7,6,7,6
3555-exp(x).png,8,7,6,7,6,7,6
3556-exp(x).png,8,7,6,7,6,7,6
3557-tan(x).png,11,7,6,7,6,7,6
3558-sin(x).png,9,7,6,7,6,7,6
3559-identity_function(x).png,7,7,6,7,6,7,6
3560-identity_function(x).png,7,7,6,7,6,7,6
3561-square(x).png,10,7,6,7,6,7,6
3562-square(x).png,10,7,6,7,6,7,6
3563-identity_function(x).png,7,7,6,7,6,7,6
3564-exp(x).png,8,7,6,7,6,7,6
3565-absolute(x).png,13,7,6,7,6,7,6
3566-absolute(x).png,13,7,6,7,6,7,6
3567-absolute(x).png,13,7,6,7,6,7,6
3568-identity_function(x).png,7,7,6,7,6,7,6
3569-square(x).png,10,7,6,7,6,7,6
3570-exp(x).png,8,7,6,7,6,7,6
3571-sin(x).png,9,7,6,7,6,7,6
3572-square(x).png,10,7,6,7,6,7,6
3573-tan(x).png,11,7,6,7,6,7,6
3574-sin(x).png,9,7,6,7,6,7,6
3575-absolute(x).png,13,7,6,7,6,7,6
3576-absolute(x).png,13,7,6,7,6,7,6
3577-identity_function(x).png,7,7,6,7,6,7,6
3578-sin(x).png,9,7,6,7,6,7,6
3579-exp(x).png,8,7,6,7,6,7,6
3580-square(x).png,10,7,6,7,6,7,6
3581-sin(x).png,9,7,6,7,6,7,6
3582-identity_function(x).png,7,7,6,7,6,7,6
3583-square(x).png,10,7,6,7,6,7,6
3584-exp(x).png,8,7,6,7,6,7,6
3585-exp(x).png,8,7,6,7,6,7,6
3586-sin(x).png,9,7,6,7,6,7,6
3587-tan(x).png,11,7,6,7,6,7,6
3588-sin(x).png,9,7,6,7,6,7,6
3589-tan(x).png,11,7,6,7,6,7,6
3590-tan(x).png,11,7,6,7,6,7,6
3591-identity_function(x).png,7,7,6,7,6,7,6
3592-absolute(x).png,13,7,6,7,6,7,6
3593-identity_function(x).png,7,7,6,7,6,7,6
3594-identity_function(x).png,7,7,6,7,6,7,6
3595-identity_function(x).png,7,7,6,7,6,7,6
3596-tan(x).png,11,7,6,7,6,7,6
3597-exp(x).png,8,7,6,7,6,7,6
3598-tan(x).png,11,7,6,7,6,7,6
3599-absolute(x).png,13,7,6,7,6,7,6
3600-exp(x).png,8,7,6,7,6,7,6
3601-tan(x).png,11,7,6,7,6,7,6
3602-square(x).png,10,7,6,7,6,7,6
3603-tan(x).png,11,7,6,7,6,7,6
3604-square(x).png,10,7,6,7,6,7,6
3605-tan(x).png,11,7,6,7,6,7,6
3606-absolute(x).png,13,7,6,7,6,7,6
3607-sin(x).png,9,7,6,7,6,7,6
3608-exp(x).png,8,7,6,7,6,7,6
3609-absolute(x).png,13,7,6,7,6,7,6
3610-sin(x).png,9,7,6,7,6,7,6
3611-tan(x).png,11,7,6,7,6,7,6
3612-absolute(x).png,13,7,6,7,6,7,6
3613-exp(x).png,8,7,6,7,6,7,6
3614-square(x).png,10,7,6,7,6,7,6
3615-exp(x).png,8,7,6,7,6,7,6
3616-absolute(x).png,13,7,6,7,6,7,6
3617-absolute(x).png,13,7,6,7,6,7,6
3618-square(x).png,10,7,6,7,6,7,6
3619-exp(x).png,8,7,6,7,6,7,6
3620-exp(x).png,8,7,6,7,6,7,6
3621-absolute(x).png,13,7,6,7,6,7,6
3622-tan(x).png,11,7,6,7,6,7,6
3623-absolute(x).png,13,7,6,7,6,7,6
3624-identity_function(x).png,7,7,6,7,6,7,6
3625-exp(x).png,8,7,6,7,6,7,6
3626-sin(x).png,9,7,6,7,6,7,6
3627-square(x).png,10,7,6,7,6,7,6
3628-identity_function(x).png,7,7,6,7,6,7,6
3629-exp(x).png,8,7,6,7,6,7,6
3630-identity_function(x).png,7,7,6,7,6,7,6
3631-absolute(x).png,13,7,6,7,6,7,6
3632-absolute(x).png,13,7,6,7,6,7,6
3633-identity_function(x).png,7,7,6,7,6,7,6
3634-identity_function(x).png,7,7,6,7,6,7,6
3635-exp(x).png,8,7,6,7,6,7,6
3636-exp(x).png,8,7,6,7,6,7,6
3637-sin(x).png,9,7,6,7,6,7,6
3638-tan(x).png,11,7,6,7,6,7,6
3639-identity_function(x).png,7,7,6,7,6,7,6
3640-sin(x).png,9,7,6,7,6,7,6
3641-absolute(x).png,13,7,6,7,6,7,6
3642-exp(x).png,8,7,6,7,6,7,6
3643-identity_function(x).png,7,7,6,7,6,7,6
3644-square(x).png,10,7,6,7,6,7,6
3645-square(x).png,10,7,6,7,6,7,6
3646-sin(x).png,9,7,6,7,6,7,6
3647-exp(x).png,8,7,6,7,6,7,6
3648-sin(x).png,9,7,6,7,6,7,6
3649-identity_function(x).png,7,7,6,7,6,7,6
3650-identity_function(x).png,7,7,6,7,6,7,6
3651-exp(x).png,8,7,6,7,6,7,6
3652-exp(x).png,8,7,6,7,6,7,6
3653-identity_function(x).png,7,7,6,7,6,7,6
3654-square(x).png,10,7,6,7,6,7,6
3655-square(x).png,10,7,6,7,6,7,6
3656-exp(x).png,8,7,6,7,6,7,6
3657-tan(x).png,11,7,6,7,6,7,6
3658-tan(x).png,11,7,6,7,6,7,6
3659-absolute(x).png,13,7,6,7,6,7,6
3660-tan(x).png,11,7,6,7,6,7,6
3661-exp(x).png,8,7,6,7,6,7,6
3662-absolute(x).png,13,7,6,7,6,7,6
3663-tan(x).png,11,7,6,7,6,7,6
3664-absolute(x).png,13,7,6,7,6,7,6
3665-sin(x).png,9,7,6,7,6,7,6
3666-square(x).png,10,7,6,7,6,7,6
3667-identity_function(x).png,7,7,6,7,6,7,6
3668-sin(x).png,9,7,6,7,6,7,6
3669-sin(x).png,9,7,6,7,6,7,6
3670-exp(x).png,8,7,6,7,6,7,6
3671-identity_function(x).png,7,7,6,7,6,7,6
